Brand,Processor,RAM (GB),Screen Size (inch),Battery Life (hours),Weight (kg),Operating System,Storage_Type,Storage_Capacity,Resolution_Type,GPU_Model,Price_THB
MSI,AMD Ryzen 5,64.0,17.3,8.0,2.18,macOS,SSD,1.0,Full HD,RTX 3060,119730.8
Lenovo,Intel i3,32.0,16.0,10.7,2.41,Linux,SSD,1.0,HD,GTX 1650,44945.600000000006
Apple,Intel i3,32.0,16.0,8.2,2.58,macOS,SSD,1.0,HD,,46292.05
HP,,64.0,15.6,6.4,2.63,Linux,SSD,256.0,2K,RX 6600,137580.1
Samsung,Intel i9,32.0,13.3,9.1,2.03,Windows,SSD,256.0,2K,RTX 3080,116025.7
Lenovo,AMD Ryzen 7,16.0,13.3,4.1,1.32,Windows,SSD,2.0,4K,,59167.5
HP,AMD Ryzen 9,32.0,15.6,5.1,2.83,Windows,SSD,2.0,2K,,87950.45
Microsoft,Intel i3,8.0,13.3,11.4,1.92,macOS,HDD,1.0,4K,RX 6600,42745.85
Samsung,Intel i9,32.0,16.0,8.3,2.57,FreeDOS,SSD,512.0,4K,GTX 1650,168555.44999999998
Lenovo,AMD Ryzen 7,32.0,16.0,7.8,1.72,Linux,HDD,1.0,HD,RX 6600,56984.2
MSI,Intel i3,32.0,16.0,9.4,3.46,Windows,HDD,1.0,Full HD,,50758.75
Apple,Intel i5,64.0,16.0,9.7,2.7,Windows,SSD,256.0,4K,RX 6600,221694.90000000002
MSI,Intel i3,64.0,13.3,5.9,2.55,Linux,SSD,256.0,HD,RX 6600,73881.84999999999
Microsoft,AMD Ryzen 5,32.0,14.0,9.4,2.99,Linux,SSD,2.0,Full HD,,43234.45
MSI,AMD Ryzen 3,4.0,15.6,4.9,1.28,Windows,HDD,1.0,HD,RX 6600,23564.8
Dell,Intel i7,16.0,16.0,6.6,3.4,Windows,HDD,1.0,4K,GTX 1650,83391.0
,AMD Ryzen 5,64.0,15.6,11.6,3.2,Windows,SSD,1.0,Full HD,RTX 2060,88131.4
Asus,Intel i9,16.0,16.0,6.8,2.86,Linux,SSD,1.0,2K,RX 6800,92764.7
MSI,Intel i7,4.0,16.0,8.4,2.94,Windows,SSD,512.0,2K,,46688.6
Asus,Intel i5,8.0,15.6,8.4,1.24,Linux,SSD,256.0,HD,RX 6600,34114.15
Microsoft,Intel i7,64.0,17.3,8.8,1.7,Windows,SSD,2.0,4K,RTX 3080,188901.65
Razer,AMD Ryzen 9,4.0,16.0,7.7,2.84,macOS,SSD,256.0,HD,,40753.3
Dell,Intel i9,32.0,14.0,8.5,1.32,macOS,SSD,2.0,2K,RTX 3080,117569.55
Microsoft,Intel i9,32.0,17.3,8.8,1.61,FreeDOS,SSD,2.0,HD,,57057.700000000004
Samsung,Intel i3,16.0,16.0,8.9,3.46,macOS,SSD,2.0,HD,GTX 1650,27765.5
MSI,AMD Ryzen 3,32.0,14.0,6.2,2.31,Linux,SSD,512.0,HD,GTX 1650,55213.2
Apple,AMD Ryzen 9,16.0,16.0,5.0,2.33,Linux,SSD,1.0,4K,RX 6800,184759.05
Microsoft,Intel i7,16.0,17.3,6.3,3.01,Windows,SSD,2.0,Full HD,RTX 3060,58620.1
Microsoft,Intel i3,16.0,16.0,7.6,2.65,FreeDOS,SSD,256.0,Other,RTX 3080,44488.149999999994
Asus,Intel i5,32.0,13.3,9.7,2.23,Windows,HDD,1.0,4K,GTX 1650,75530.7
Apple,Intel i9,8.0,16.0,6.7,2.51,macOS,SSD,512.0,2K,RTX 3060,115153.85
Samsung,AMD Ryzen 5,64.0,15.6,9.9,3.31,Windows,SSD,2.0,Full HD,,57254.049999999996
Lenovo,AMD Ryzen 3,16.0,15.6,8.9,2.09,FreeDOS,SSD,1.0,4K,RX 6800,67015.2
MSI,Intel i5,32.0,14.0,5.6,1.24,FreeDOS,SSD,1.0,2K,RX 6600,92291.84999999999
HP,Intel i5,32.0,16.0,9.9,1.88,Linux,SSD,512.0,Full HD,GTX 1650,58455.25
Razer,AMD Ryzen 5,8.0,15.6,11.2,2.8,Linux,SSD,1.0,HD,RTX 3060,49487.55
HP,Intel i3,32.0,17.3,,3.19,Linux,HDD,1.0,4K,RX 6800,74428.2
Dell,AMD Ryzen 5,4.0,16.0,8.0,2.5,macOS,SSD,2.0,Full HD,RTX 2060,39133.149999999994
HP,Intel i9,16.0,15.6,11.4,1.59,FreeDOS,SSD,1.0,Full HD,RTX 3060,75346.6
Razer,Intel i9,64.0,13.3,4.9,3.09,FreeDOS,SSD,256.0,4K,GTX 1650,316125.6
Lenovo,AMD Ryzen 7,64.0,16.0,5.2,3.33,FreeDOS,SSD,512.0,HD,,64808.450000000004
Asus,Intel i3,64.0,14.0,4.5,2.53,Linux,SSD,256.0,4K,RTX 3080,110590.55
Samsung,Intel i9,4.0,15.6,7.3,1.93,Windows,SSD,256.0,4K,RX 6600,97145.65000000001
Asus,AMD Ryzen 7,4.0,14.0,10.0,1.22,FreeDOS,SSD,2.0,Full HD,RTX 2060,36691.2
Samsung,Intel i9,32.0,16.0,4.5,2.45,Linux,SSD,1.0,2K,RTX 3060,126338.45
Acer,AMD Ryzen 5,4.0,15.6,11.4,2.03,Linux,SSD,1.0,HD,RX 6600,27148.8
Lenovo,Intel i7,32.0,15.6,8.1,3.13,Linux,SSD,1.0,HD,RTX 3080,60392.85
HP,Intel i3,16.0,17.3,5.2,1.74,FreeDOS,HDD,1.0,2K,RTX 3060,39346.65
Razer,AMD Ryzen 7,64.0,15.6,5.4,3.16,Linux,HDD,1.0,2K,RX 6800,168635.95
Microsoft,Intel i7,8.0,16.0,4.3,2.21,macOS,SSD,512.0,2K,,38148.6
Lenovo,AMD Ryzen 3,16.0,17.3,4.6,1.74,Windows,HDD,1.0,HD,RX 6800,29597.399999999998
Apple,Intel i5,16.0,17.3,6.9,2.24,Windows,SSD,2.0,4K,RTX 3060,116822.3
Acer,Intel i5,16.0,13.3,10.9,1.24,FreeDOS,SSD,256.0,Full HD,RTX 3060,43395.8
Lenovo,AMD Ryzen 5,32.0,17.3,6.5,2.39,FreeDOS,SSD,2.0,Full HD,RTX 3080,59998.4
Microsoft,Intel i7,16.0,13.3,8.2,3.22,FreeDOS,SSD,512.0,4K,RX 6600,91636.29999999999
Asus,AMD Ryzen 3,64.0,16.0,8.6,2.56,macOS,SSD,256.0,2K,RTX 2060,94012.09999999999
Razer,Intel i9,8.0,16.0,7.3,1.9,FreeDOS,SSD,256.0,Full HD,GTX 1650,84633.85
Razer,Intel i5,8.0,13.3,10.3,1.31,Linux,HDD,1.0,HD,RTX 3060,30817.5
Samsung,Intel i3,4.0,17.3,8.0,1.26,FreeDOS,SSD,1.0,Full HD,RTX 2060,28906.149999999998
Samsung,AMD Ryzen 9,16.0,15.6,6.6,1.72,Windows,SSD,2.0,HD,RX 6600,59842.65
Acer,Intel i5,16.0,13.3,9.5,3.42,Linux,HDD,1.0,Full HD,,22765.75
Dell,AMD Ryzen 9,8.0,16.0,7.2,1.81,macOS,SSD,512.0,2K,RX 6800,79031.4
Acer,Intel i7,4.0,16.0,6.2,1.96,FreeDOS,SSD,512.0,2K,GTX 1650,51956.1
Razer,Intel i9,64.0,14.0,4.5,2.97,FreeDOS,HDD,1.0,HD,,87976.7
Asus,AMD Ryzen 7,64.0,16.0,10.6,3.11,FreeDOS,HDD,1.0,HD,RX 6600,83130.95
Dell,Intel i9,64.0,16.0,9.8,2.53,Linux,SSD,2.0,2K,RTX 2060,192474.45
Dell,AMD Ryzen 9,4.0,14.0,7.2,1.21,Windows,SSD,1.0,2K,RX 6800,64636.25
HP,AMD Ryzen 5,16.0,13.3,7.7,2.99,Windows,SSD,1.0,4K,RTX 3060,67359.25
Lenovo,Intel i7,4.0,16.0,8.0,1.71,Windows,SSD,1.0,HD,,21494.55
Asus,AMD Ryzen 5,32.0,17.3,6.7,1.76,Linux,SSD,512.0,4K,RX 6800,98125.3
Asus,Intel i3,4.0,15.6,7.3,2.55,Windows,SSD,256.0,HD,,14803.25
Lenovo,AMD Ryzen 9,64.0,14.0,10.2,2.14,macOS,HDD,1.0,HD,RX 6800,100762.90000000001
Razer,Intel i5,8.0,13.3,9.1,1.29,FreeDOS,SSD,2.0,HD,GTX 1650,43865.5
Razer,Intel i7,32.0,15.6,6.7,1.88,Linux,SSD,256.0,4K,RTX 3080,171140.55
Samsung,AMD Ryzen 9,64.0,15.6,5.1,1.42,FreeDOS,SSD,1.0,HD,RTX 2060,128993.2
Asus,Intel i9,4.0,16.0,6.1,3.0,macOS,SSD,512.0,4K,,67277.7
Lenovo,AMD Ryzen 3,32.0,17.3,8.7,2.63,Windows,SSD,2.0,HD,RTX 3080,46313.4
Lenovo,Intel i5,64.0,16.0,9.8,2.16,Windows,SSD,512.0,HD,GTX 1650,75188.4
Microsoft,Intel i9,16.0,15.6,6.4,3.06,macOS,SSD,1.0,Full HD,GTX 1650,80488.09999999999
Lenovo,AMD Ryzen 7,32.0,17.3,8.8,2.19,FreeDOS,SSD,2.0,HD,RX 6600,61156.549999999996
Apple,Intel i5,8.0,15.6,9.7,3.07,macOS,HDD,1.0,Full HD,RTX 3080,52471.65
HP,AMD Ryzen 9,8.0,14.0,5.7,1.21,FreeDOS,SSD,2.0,4K,RTX 3060,91091.7
Samsung,AMD Ryzen 9,32.0,17.3,8.0,2.55,FreeDOS,SSD,512.0,HD,RX 6800,81009.95000000001
Razer,Intel i3,4.0,,5.4,1.48,FreeDOS,SSD,512.0,2K,RTX 3060,50135.05
Lenovo,Intel i9,32.0,14.0,10.5,3.2,Linux,SSD,2.0,HD,RX 6800,76871.90000000001
Acer,AMD Ryzen 3,64.0,15.6,7.4,3.28,FreeDOS,SSD,2.0,Full HD,GTX 1650,80555.65000000001
HP,AMD Ryzen 5,32.0,13.3,5.0,2.14,Linux,SSD,1.0,Full HD,RTX 3080,53756.850000000006
MSI,Intel i3,4.0,13.3,5.2,1.63,Linux,HDD,1.0,Full HD,RTX 3060,28374.15
Razer,AMD Ryzen 3,4.0,16.0,10.1,1.38,macOS,HDD,1.0,2K,RTX 3060,38011.049999999996
Razer,Intel i3,16.0,17.3,7.0,3.18,FreeDOS,SSD,256.0,HD,RTX 3080,40331.899999999994
Lenovo,Intel i5,64.0,16.0,11.4,2.7,Windows,SSD,512.0,4K,RTX 3080,147005.6
HP,Intel i9,64.0,14.0,9.2,2.38,FreeDOS,SSD,256.0,Full HD,RTX 2060,142031.05000000002
Lenovo,Intel i5,8.0,13.3,8.8,1.99,FreeDOS,SSD,1.0,HD,RX 6600,28205.45
Apple,AMD Ryzen 7,16.0,15.6,7.5,1.22,Linux,SSD,1.0,Full HD,RTX 3060,89378.45
MSI,Intel i5,64.0,14.0,9.4,2.88,Windows,SSD,1.0,2K,GTX 1650,130739.7
Lenovo,Intel i9,4.0,15.6,10.3,1.58,Linux,SSD,256.0,HD,RX 6600,50657.95
Microsoft,AMD Ryzen 9,8.0,15.6,11.9,2.84,Linux,SSD,1.0,Full HD,RTX 3060,63563.149999999994
Lenovo,AMD Ryzen 5,16.0,15.6,5.7,1.35,,HDD,1.0,4K,,45601.15
Lenovo,Intel i5,16.0,13.3,6.0,3.39,macOS,SSD,512.0,2K,RX 6600,49026.25
Samsung,AMD Ryzen 3,8.0,16.0,7.0,1.65,macOS,SSD,2.0,Full HD,RTX 3060,36411.899999999994
Dell,Intel i3,32.0,16.0,6.6,1.6,FreeDOS,SSD,1.0,2K,RX 6600,66008.25
Dell,Intel i9,16.0,15.6,8.2,3.26,Linux,SSD,2.0,4K,RX 6600,131072.2
Samsung,AMD Ryzen 5,32.0,14.0,10.8,1.23,Linux,HDD,1.0,4K,RTX 3060,74729.2
Razer,Intel i9,64.0,14.0,8.5,2.95,Windows,SSD,512.0,4K,RTX 3060,322783.64999999997
Dell,Intel i9,16.0,15.6,8.7,2.6,Linux,SSD,512.0,Full HD,GTX 1650,73284.05
Asus,AMD Ryzen 7,4.0,17.3,6.9,1.84,macOS,SSD,2.0,HD,GTX 1650,40803.0
Acer,Intel i7,64.0,14.0,11.4,3.2,FreeDOS,SSD,1.0,2K,GTX 1650,133535.15
Dell,AMD Ryzen 5,16.0,14.0,8.3,1.81,Linux,SSD,1.0,2K,RTX 3080,48428.450000000004
Razer,Intel i3,4.0,15.6,5.4,2.74,Linux,SSD,2.0,4K,RTX 3060,65989.7
Microsoft,AMD Ryzen 7,32.0,17.3,10.9,1.42,macOS,SSD,2.0,HD,RX 6800,59701.6
Dell,AMD Ryzen 5,32.0,14.0,9.2,1.71,Windows,SSD,1.0,HD,RX 6800,44057.299999999996
Microsoft,Intel i9,8.0,14.0,4.5,2.63,Linux,HDD,1.0,Full HD,,28464.8
HP,Intel i3,64.0,13.3,7.7,3.26,,SSD,2.0,Full HD,RTX 3080,67834.55
Apple,AMD Ryzen 3,4.0,14.0,11.9,2.86,Linux,SSD,1.0,2K,RTX 3080,53459.0
MSI,AMD Ryzen 9,4.0,14.0,9.5,3.15,FreeDOS,SSD,1.0,HD,GTX 1650,53221.0
Razer,AMD Ryzen 7,4.0,16.0,10.0,1.3,macOS,SSD,2.0,HD,RTX 3060,54694.85
Razer,AMD Ryzen 3,8.0,17.3,9.3,1.89,FreeDOS,SSD,512.0,2K,RTX 3060,55258.0
Apple,AMD Ryzen 5,16.0,17.3,11.8,2.85,macOS,SSD,2.0,2K,RX 6600,81999.40000000001
Microsoft,Intel i7,4.0,15.6,6.7,2.24,Linux,SSD,256.0,Full HD,RTX 3060,44185.4
Lenovo,AMD Ryzen 3,8.0,16.0,4.4,3.44,macOS,SSD,2.0,HD,RX 6800,25096.05
Samsung,Intel i9,8.0,17.3,11.6,1.98,Windows,SSD,256.0,2K,RTX 3060,77586.95
Microsoft,AMD Ryzen 7,64.0,13.3,5.2,1.5,FreeDOS,HDD,1.0,2K,GTX 1650,109518.85
Samsung,AMD Ryzen 9,32.0,16.0,6.3,1.72,Windows,SSD,512.0,HD,RX 6600,85860.25
Asus,AMD Ryzen 5,16.0,16.0,4.2,1.41,FreeDOS,SSD,256.0,Full HD,,27089.65
Dell,Intel i7,4.0,15.6,7.0,1.27,macOS,SSD,512.0,4K,GTX 1650,76569.15000000001
Acer,AMD Ryzen 3,4.0,14.0,11.1,3.42,macOS,SSD,1.0,Full HD,RTX 3080,22920.100000000002
Razer,AMD Ryzen 9,16.0,16.0,6.6,2.09,Windows,SSD,256.0,Full HD,GTX 1650,102973.15000000001
Dell,AMD Ryzen 3,8.0,13.3,10.9,1.25,Linux,SSD,2.0,Full HD,RX 6800,27779.15
Dell,Intel i5,64.0,13.3,7.3,3.01,Linux,HDD,1.0,Full HD,,47244.399999999994
Asus,AMD Ryzen 3,64.0,17.3,7.3,2.53,FreeDOS,SSD,2.0,HD,RX 6800,67435.2
Lenovo,AMD Ryzen 3,32.0,16.0,8.9,2.72,Windows,SSD,2.0,2K,GTX 1650,61666.5
Lenovo,AMD Ryzen 3,4.0,13.3,10.2,2.11,macOS,SSD,2.0,Full HD,RTX 2060,27680.100000000002
Razer,Intel i5,4.0,15.6,7.6,2.46,Linux,HDD,1.0,4K,RX 6600,71402.8
Apple,AMD Ryzen 3,4.0,16.0,11.9,2.11,FreeDOS,SSD,512.0,HD,RTX 2060,40639.9
HP,AMD Ryzen 5,8.0,16.0,5.9,3.37,Linux,SSD,1.0,2K,RTX 3080,50414.0
Acer,AMD Ryzen 5,8.0,17.3,7.4,2.1,FreeDOS,SSD,1.0,HD,RTX 3080,30454.899999999998
Apple,Intel i7,64.0,13.3,7.7,3.35,FreeDOS,SSD,2.0,HD,GTX 1650,128027.2
Acer,Intel i3,8.0,15.6,10.1,1.28,macOS,SSD,512.0,Full HD,RTX 2060,27826.399999999998
Acer,AMD Ryzen 3,4.0,17.3,7.6,1.97,FreeDOS,SSD,512.0,2K,RTX 2060,40661.95
Acer,Intel i7,64.0,14.0,8.8,2.34,macOS,SSD,512.0,4K,RTX 2060,168551.25
Razer,Intel i7,4.0,14.0,11.6,2.23,Windows,SSD,1.0,Full HD,GTX 1650,52279.15
HP,Intel i5,8.0,16.0,9.9,1.8,macOS,SSD,1.0,Full HD,RX 6600,41360.9
Apple,AMD Ryzen 7,64.0,17.3,11.0,3.47,macOS,SSD,512.0,2K,RX 6800,207918.9
Dell,AMD Ryzen 7,32.0,15.6,6.7,2.02,Linux,SSD,1.0,HD,RTX 3080,66157.0
Asus,AMD Ryzen 9,16.0,15.6,10.4,2.56,Windows,SSD,1.0,Other,RTX 3060,98036.05
Microsoft,AMD Ryzen 5,4.0,14.0,9.5,2.26,macOS,HDD,1.0,2K,RX 6800,34299.3
Razer,AMD Ryzen 7,32.0,17.3,7.5,2.53,macOS,SSD,512.0,2K,RX 6800,133550.55
Microsoft,AMD Ryzen 9,32.0,15.6,10.0,3.19,Windows,SSD,2.0,4K,RTX 3060,171770.2
Lenovo,Intel i3,4.0,14.0,9.0,2.16,Linux,HDD,1.0,Full HD,,18146.100000000002
HP,Intel i3,4.0,14.0,8.1,1.25,macOS,SSD,1.0,HD,GTX 1650,22350.300000000003
Dell,AMD Ryzen 5,16.0,17.3,6.4,2.48,Windows,SSD,512.0,Full HD,RTX 2060,46925.55
Acer,Intel i5,64.0,16.0,12.0,1.91,Windows,SSD,256.0,4K,RTX 3060,153715.44999999998
Asus,AMD Ryzen 7,4.0,16.0,6.9,1.5,Windows,HDD,1.0,Other,GTX 1650,36366.75
Apple,Intel i7,4.0,14.0,10.6,3.26,Windows,SSD,1.0,4K,RX 6800,97008.45
MSI,AMD Ryzen 5,8.0,17.3,4.4,1.73,FreeDOS,SSD,512.0,HD,,45012.799999999996
Lenovo,AMD Ryzen 7,64.0,17.3,8.6,3.39,FreeDOS,HDD,1.0,4K,RTX 3080,162264.19999999998
Apple,AMD Ryzen 5,8.0,17.3,9.3,2.16,macOS,SSD,2.0,Full HD,,41280.05
Asus,Intel i7,16.0,13.3,10.0,2.28,FreeDOS,HDD,1.0,HD,RTX 3080,34267.450000000004
HP,Intel i5,4.0,17.3,4.9,1.46,macOS,SSD,2.0,4K,,36699.6
Razer,AMD Ryzen 7,32.0,14.0,6.5,3.48,Linux,SSD,2.0,4K,,104210.75
Apple,Intel i5,8.0,16.0,4.7,1.61,Windows,SSD,2.0,Full HD,RTX 3060,53423.3
HP,AMD Ryzen 7,4.0,13.3,9.7,2.63,Linux,SSD,1.0,2K,RX 6800,48871.2
Acer,Intel i9,4.0,14.0,5.4,2.74,Linux,SSD,2.0,4K,,55147.4
Samsung,Intel i5,16.0,17.3,7.2,2.6,FreeDOS,SSD,256.0,HD,RTX 3080,43965.950000000004
Acer,AMD Ryzen 3,8.0,15.6,11.3,2.65,Windows,HDD,1.0,4K,GTX 1650,48043.100000000006
Lenovo,Intel i5,4.0,14.0,11.7,2.46,macOS,SSD,256.0,2K,RX 6600,36000.299999999996
MSI,Intel i5,64.0,13.3,10.4,2.81,Windows,SSD,512.0,4K,RX 6800,179527.94999999998
Microsoft,Intel i5,32.0,15.6,11.8,1.58,Linux,SSD,2.0,2K,RTX 2060,80651.90000000001
MSI,AMD Ryzen 9,4.0,17.3,7.0,2.7,macOS,SSD,2.0,HD,RX 6800,62279.700000000004
Samsung,Intel i7,64.0,14.0,4.2,1.51,Windows,SSD,256.0,Full HD,RTX 2060,105417.90000000001
Asus,AMD Ryzen 5,16.0,14.0,11.0,2.04,Windows,HDD,1.0,Full HD,RTX 3080,37366.7
Asus,AMD Ryzen 9,16.0,17.3,10.4,2.81,Windows,SSD,512.0,Full HD,GTX 1650,73581.90000000001
Razer,AMD Ryzen 5,32.0,17.3,10.2,2.83,Linux,SSD,2.0,Full HD,GTX 1650,87178.70000000001
Razer,AMD Ryzen 7,16.0,15.6,4.2,1.87,Windows,SSD,2.0,4K,GTX 1650,136496.15
Razer,AMD Ryzen 9,64.0,13.3,8.1,1.98,Linux,SSD,1.0,HD,RX 6600,163734.90000000002
Samsung,AMD Ryzen 3,4.0,17.3,9.8,2.03,macOS,HDD,1.0,HD,RX 6800,25392.5
Lenovo,Intel i9,32.0,13.3,4.1,3.41,FreeDOS,HDD,1.0,Full HD,RTX 3060,72759.75
Samsung,Intel i5,64.0,17.3,10.9,1.54,Linux,SSD,512.0,Full HD,RX 6600,86776.55
Dell,AMD Ryzen 7,16.0,17.3,9.9,3.06,Linux,HDD,1.0,4K,GTX 1650,80594.85
Samsung,AMD Ryzen 9,8.0,17.3,7.6,2.84,Linux,SSD,1.0,2K,RX 6600,84000.0
Razer,Intel i9,8.0,17.3,9.2,1.78,Windows,SSD,256.0,4K,RTX 3080,151238.5
Dell,AMD Ryzen 9,4.0,16.0,7.9,3.04,Linux,SSD,512.0,HD,RTX 3080,49359.799999999996
Razer,AMD Ryzen 5,4.0,14.0,4.6,3.21,FreeDOS,SSD,512.0,2K,RTX 2060,53224.5
Asus,Intel i9,32.0,16.0,5.4,2.46,macOS,SSD,1.0,Full HD,RX 6800,106667.4
Asus,AMD Ryzen 3,32.0,13.3,8.4,1.52,macOS,SSD,1.0,2K,RTX 3060,55705.649999999994
Samsung,AMD Ryzen 7,8.0,17.3,9.6,1.29,macOS,HDD,1.0,HD,RTX 2060,33317.9
MSI,AMD Ryzen 3,8.0,17.3,11.4,3.42,Linux,SSD,1.0,2K,RX 6600,47316.15
Asus,Intel i7,8.0,16.0,6.5,3.25,Windows,HDD,1.0,2K,RTX 3060,54457.55
HP,Intel i9,32.0,17.3,5.6,1.99,Windows,SSD,256.0,HD,RTX 3060,86133.6
Apple,AMD Ryzen 9,64.0,14.0,5.5,1.88,Linux,SSD,512.0,Other,RTX 3060,201283.6
Razer,Intel i3,16.0,15.6,11.4,1.7,Windows,SSD,1.0,HD,GTX 1650,44690.45
Asus,AMD Ryzen 7,8.0,14.0,4.5,2.81,Windows,HDD,1.0,2K,RTX 3060,44394.700000000004
HP,AMD Ryzen 7,8.0,17.3,9.9,3.32,FreeDOS,SSD,512.0,4K,RTX 3060,76790.7
Samsung,AMD Ryzen 9,4.0,17.3,12.0,1.89,Linux,SSD,2.0,Full HD,RX 6800,59032.75
HP,AMD Ryzen 5,8.0,13.3,8.7,2.74,macOS,SSD,2.0,2K,RX 6600,42110.25
Samsung,Intel i7,32.0,16.0,7.0,1.59,Linux,HDD,1.0,2K,RTX 3080,83854.75
HP,Intel i5,4.0,13.3,8.0,2.09,macOS,HDD,1.0,2K,RTX 3060,37342.200000000004
Samsung,Intel i3,16.0,16.0,10.9,3.06,FreeDOS,SSD,1.0,4K,RX 6800,68768.0
Microsoft,Intel i3,16.0,17.3,9.1,1.32,Windows,SSD,512.0,4K,RTX 2060,62784.399999999994
Apple,AMD Ryzen 7,32.0,14.0,7.8,2.78,Linux,SSD,512.0,HD,RTX 3080,90899.2
Dell,Intel i5,64.0,17.3,4.9,1.42,Linux,HDD,1.0,HD,RTX 3080,60028.149999999994
HP,AMD Ryzen 7,16.0,15.6,8.2,3.49,FreeDOS,SSD,512.0,4K,RTX 2060,92258.25
Dell,Intel i5,4.0,14.0,9.0,1.94,macOS,SSD,2.0,HD,RX 6800,26565.35
Asus,Intel i9,64.0,17.3,4.7,1.6,macOS,SSD,2.0,HD,RTX 2060,129892.7
Razer,Intel i7,4.0,14.0,8.8,3.5,Windows,SSD,1.0,HD,RX 6800,48772.5
Apple,AMD Ryzen 3,16.0,16.0,8.3,2.32,FreeDOS,SSD,512.0,2K,RX 6600,77090.65000000001
Asus,Intel i9,32.0,14.0,7.9,2.89,Linux,SSD,256.0,Full HD,RX 6600,87862.6
Dell,AMD Ryzen 9,4.0,17.3,11.6,1.85,FreeDOS,SSD,512.0,Full HD,RTX 3080,59191.3
Lenovo,Intel i9,64.0,17.3,9.5,1.42,Windows,SSD,2.0,4K,RTX 2060,249046.34999999998
Lenovo,Intel i7,64.0,15.6,5.6,2.26,macOS,SSD,2.0,HD,,62342.0
MSI,Intel i7,4.0,14.0,9.8,2.8,Linux,SSD,256.0,Full HD,,31372.600000000002
Asus,Intel i5,8.0,17.3,9.9,1.7,Windows,SSD,256.0,4K,RTX 3060,64171.450000000004
Microsoft,AMD Ryzen 5,4.0,16.0,4.7,1.35,Windows,HDD,1.0,4K,,34083.35
Razer,Intel i7,16.0,13.3,10.8,2.56,Linux,SSD,1.0,4K,RTX 3080,124800.2
HP,AMD Ryzen 7,8.0,13.3,6.3,3.15,FreeDOS,SSD,512.0,HD,RTX 3060,36033.9
MSI,Intel i7,64.0,17.3,6.6,1.43,Windows,HDD,1.0,4K,RTX 2060,199278.80000000002
Dell,Intel i5,8.0,16.0,4.5,2.03,Linux,HDD,1.0,4K,,39842.6
Apple,AMD Ryzen 7,8.0,17.3,11.9,2.99,macOS,SSD,256.0,4K,RX 6600,114811.20000000001
HP,Intel i5,4.0,16.0,11.9,2.37,FreeDOS,HDD,1.0,2K,RTX 3080,33085.15
Dell,AMD Ryzen 5,32.0,17.3,9.9,3.15,FreeDOS,SSD,512.0,Full HD,RTX 2060,63036.75
Lenovo,AMD Ryzen 7,64.0,13.3,6.9,1.5,macOS,SSD,1.0,2K,GTX 1650,128005.15
HP,Intel i9,8.0,13.3,11.0,3.42,Linux,SSD,1.0,HD,RX 6600,52378.2
Apple,AMD Ryzen 9,32.0,14.0,6.1,2.44,FreeDOS,SSD,256.0,4K,RTX 2060,228551.4
Razer,Intel i9,4.0,13.3,8.0,1.66,macOS,SSD,2.0,2K,RX 6600,87171.35
Apple,AMD Ryzen 5,32.0,13.3,5.6,3.29,FreeDOS,SSD,256.0,2K,RTX 3060,106029.7
Asus,Intel i3,32.0,14.0,7.7,2.52,Windows,SSD,2.0,2K,RX 6800,54092.5
Apple,AMD Ryzen 7,8.0,14.0,6.6,1.23,Linux,SSD,2.0,2K,GTX 1650,85591.8
MSI,AMD Ryzen 5,16.0,14.0,9.6,3.08,Linux,HDD,1.0,HD,GTX 1650,39837.700000000004
Dell,AMD Ryzen 9,8.0,14.0,7.6,2.2,macOS,HDD,1.0,Full HD,RTX 2060,45142.65
Asus,Intel i9,64.0,16.0,4.4,2.31,Windows,HDD,1.0,2K,RTX 2060,156105.6
Samsung,Intel i7,64.0,14.0,7.0,1.35,FreeDOS,SSD,1.0,4K,,112983.5
Microsoft,AMD Ryzen 5,16.0,15.6,5.6,2.03,Linux,SSD,256.0,Full HD,RTX 3080,45882.9
Lenovo,Intel i9,4.0,14.0,7.1,3.2,FreeDOS,SSD,1.0,4K,RTX 2060,91096.25
Samsung,Intel i7,64.0,17.3,10.7,1.46,macOS,SSD,1.0,HD,GTX 1650,91695.45
Lenovo,AMD Ryzen 9,8.0,14.0,4.6,,macOS,HDD,1.0,4K,RTX 2060,82759.95000000001
Dell,AMD Ryzen 3,32.0,14.0,5.3,3.05,macOS,SSD,512.0,Full HD,RX 6800,43951.95
Apple,AMD Ryzen 3,16.0,17.3,5.3,2.3,Linux,SSD,2.0,HD,GTX 1650,43675.8
Apple,AMD Ryzen 5,16.0,14.0,6.4,2.57,Linux,SSD,2.0,Full HD,GTX 1650,64743.35
HP,AMD Ryzen 5,8.0,14.0,7.7,1.31,macOS,SSD,2.0,4K,GTX 1650,59890.600000000006
Lenovo,Intel i3,16.0,17.3,5.2,1.65,Linux,SSD,2.0,2K,RX 6600,44540.299999999996
Razer,AMD Ryzen 5,32.0,15.6,7.0,2.9,Linux,SSD,256.0,2K,GTX 1650,103768.70000000001
Asus,Intel i3,16.0,17.3,9.6,1.36,FreeDOS,SSD,1.0,2K,RX 6800,50169.350000000006
Dell,Intel i3,32.0,15.6,6.6,1.89,Windows,HDD,1.0,HD,RTX 2060,31742.199999999997
Razer,Intel i9,64.0,16.0,10.5,2.65,Windows,HDD,1.0,4K,RTX 2060,288397.9
Dell,Intel i7,32.0,17.3,4.8,1.57,Windows,SSD,256.0,HD,RTX 3080,60568.2
